RefSeq	Chr	Strand	Start	End	Symbol
Zm00001d002049_T001	2	+	4956683	4958749	Zm00001d002049
Zm00001d002050_T001	2	+	4959202	4959718	Zm00001d002050
Zm00001d002051_T001	2	-	5013825	5016702	Zm00001d002051
Zm00001d002052_T001	2	-	5018196	5021343	Zm00001d002052
Zm00001d002053_T001	2	+	5032025	5036327	Zm00001d002053
Zm00001d002054_T001	2	-	5036499	5039237	Zm00001d002054
Zm00001d002055_T001	2	+	5040211	5040760	Zm00001d002055
Zm00001d002056_T002	2	-	5042320	5047668	Zm00001d002056
Zm00001d002057_T001	2	+	5042429	5043005	Zm00001d002057
Zm00001d002058_T001	2	+	5047548	5056668	Zm00001d002058
Zm00001d002062_T001	2	-	5099823	5101829	Zm00001d002062
Zm00001d002063_T001	2	+	5176356	5177787	Zm00001d002063
Zm00001d002064_T001	2	+	5191812	5195757	Zm00001d002064
Zm00001d002065_T005	2	+	5233172	5237006	Zm00001d002065
Zm00001d002066_T001	2	-	5267441	5268449	Zm00001d002066
Zm00001d002067_T001	2	-	5288502	5289625	Zm00001d002067
Zm00001d002068_T001	2	+	5314316	5320223	Zm00001d002068
Zm00001d002069_T001	2	+	5364540	5364798	Zm00001d002069
Zm00001d002071_T001	2	+	5405981	5406236	Zm00001d002071
Zm00001d002072_T001	2	+	5413400	5413963	Zm00001d002072
Zm00001d002074_T001	2	+	5448370	5448682	Zm00001d002074
Zm00001d002075_T001	2	-	5456238	5459958	Zm00001d002075
Zm00001d002079_T001	2	+	5505053	5505812	Zm00001d002079
Zm00001d002080_T004	2	-	5508383	5514971	Zm00001d002080
Zm00001d002081_T001	2	-	5581257	5582334	Zm00001d002081
Zm00001d002082_T006	2	-	5631270	5638279	Zm00001d002082
Zm00001d002083_T001	2	-	5670029	5670731	Zm00001d002083
Zm00001d002084_T007	2	+	5711304	5715286	Zm00001d002084
Zm00001d002085_T001	2	+	5765100	5768935	Zm00001d002085
Zm00001d002086_T001	2	+	5771335	5775212	Zm00001d002086
Zm00001d002087_T001	2	+	5777234	5781446	Zm00001d002087
Zm00001d002088_T001	2	+	5784527	5785115	Zm00001d002088
Zm00001d002089_T003	2	-	5787224	5800531	Zm00001d002089
Zm00001d002090_T001	2	-	5807145	5814918	Zm00001d002090
Zm00001d002091_T001	2	-	5846186	5852086	Zm00001d002091
Zm00001d002093_T001	2	+	5870322	5870748	Zm00001d002093
Zm00001d002094_T001	2	+	5872427	5873039	Zm00001d002094
Zm00001d002095_T001	2	-	5873611	5878134	Zm00001d002095
Zm00001d002096_T001	2	-	5947563	5948181	Zm00001d002096
Zm00001d002097_T001	2	-	5954840	5956025	Zm00001d002097
Zm00001d002098_T001	2	-	5964115	5965554	Zm00001d002098
Zm00001d002099_T001	2	-	5969115	5978995	Zm00001d002099
Zm00001d002100_T001	2	+	5979614	5981068	Zm00001d002100
Zm00001d002101_T001	2	-	5980085	5981005	Zm00001d002101
Zm00001d002103_T003	2	-	5981830	5989275	Zm00001d002103
Zm00001d002104_T002	2	+	5993671	5998425	Zm00001d002104
Zm00001d002105_T001	2	-	6001995	6002805	Zm00001d002105
Zm00001d002106_T001	2	-	6005692	6006923	Zm00001d002106
Zm00001d002107_T001	2	-	6027610	6028529	Zm00001d002107
Zm00001d002108_T001	2	+	6029953	6034459	Zm00001d002108
Zm00001d002109_T001	2	+	6040733	6041309	Zm00001d002109
Zm00001d002110_T001	2	-	6042638	6045614	Zm00001d002110
Zm00001d002111_T001	2	+	6046857	6051509	Zm00001d002111
Zm00001d002112_T001	2	-	6047565	6048192	Zm00001d002112
Zm00001d002113_T011	2	+	6080287	6092137	Zm00001d002113
Zm00001d002115_T001	2	-	6097421	6101496	Zm00001d002115
Zm00001d002116_T001	2	+	6106248	6107042	Zm00001d002116
Zm00001d002117_T001	2	-	6107957	6108470	Zm00001d002117
Zm00001d002119_T006	2	+	6125339	6132308	Zm00001d002119
Zm00001d002120_T001	2	-	6140380	6141278	Zm00001d002120
Zm00001d002121_T001	2	+	6144650	6145983	Zm00001d002121
Zm00001d002122_T002	2	+	6150634	6155146	Zm00001d002122
Zm00001d002123_T001	2	-	6155498	6156773	Zm00001d002123
Zm00001d002124_T001	2	-	6269423	6271525	Zm00001d002124
Zm00001d002125_T004	2	-	6290890	6302652	Zm00001d002125
Zm00001d002126_T001	2	-	6309155	6311132	Zm00001d002126
Zm00001d002127_T001	2	-	6316911	6319518	Zm00001d002127
Zm00001d002128_T001	2	+	6409518	6412809	Zm00001d002128
Zm00001d002129_T002	2	-	6412908	6421954	Zm00001d002129
Zm00001d002130_T002	2	+	6422179	6424987	Zm00001d002130
Zm00001d002131_T001	2	-	6428321	6429743	Zm00001d002131
Zm00001d002132_T001	2	-	6436642	6437312	Zm00001d002132
Zm00001d002133_T001	2	+	6442598	6443331	Zm00001d002133
Zm00001d002134_T001	2	-	6445381	6447909	Zm00001d002134
Zm00001d002135_T001	2	-	6449295	6454805	Zm00001d002135
Zm00001d002136_T001	2	-	6496901	6497840	Zm00001d002136
Zm00001d002137_T002	2	+	6508337	6509353	Zm00001d002137
Zm00001d002138_T001	2	+	6519764	6520292	Zm00001d002138
Zm00001d002139_T001	2	+	6550005	6551872	Zm00001d002139
Zm00001d002140_T001	2	-	6555539	6559295	Zm00001d002140
Zm00001d002141_T004	2	-	6563942	6574240	Zm00001d002141
Zm00001d002143_T001	2	+	6636876	6642835	Zm00001d002143
Zm00001d002144_T001	2	+	6655658	6656357	Zm00001d002144
Zm00001d002145_T002	2	+	6741570	6747368	Zm00001d002145
Zm00001d002146_T001	2	-	6773724	6776694	Zm00001d002146
Zm00001d002147_T001	2	+	6777774	6781319	Zm00001d002147
Zm00001d002148_T001	2	+	6814315	6818482	Zm00001d002148
Zm00001d002149_T003	2	-	6819750	6827540	Zm00001d002149
Zm00001d002150_T001	2	+	6820211	6823142	Zm00001d002150
Zm00001d002153_T001	2	+	6864642	6869033	Zm00001d002153
Zm00001d002154_T004	2	-	6869195	6875212	Zm00001d002154
Zm00001d002155_T001	2	+	6874783	6877507	Zm00001d002155
Zm00001d002156_T001	2	+	6878315	6881153	Zm00001d002156
Zm00001d002157_T001	2	-	6883710	6885633	Zm00001d002157
Zm00001d002158_T001	2	+	6886752	6887019	Zm00001d002158
Zm00001d002159_T001	2	+	6889075	6889357	Zm00001d002159
Zm00001d002160_T001	2	+	6893693	6893936	Zm00001d002160
Zm00001d002161_T001	2	+	6896083	6896404	Zm00001d002161
Zm00001d002163_T002	2	-	6959895	6965024	Zm00001d002163
Zm00001d002164_T001	2	+	7002197	7013165	Zm00001d002164
Zm00001d002166_T001	2	+	7053613	7066223	Zm00001d002166
Zm00001d002167_T001	2	+	7083639	7086670	Zm00001d002167
Zm00001d002168_T001	2	-	7088394	7092058	Zm00001d002168
Zm00001d002169_T005	2	+	7094302	7100353	Zm00001d002169
Zm00001d002172_T001	2	+	7110525	7119435	Zm00001d002172
Zm00001d002173_T001	2	-	7192638	7194765	Zm00001d002173
Zm00001d002174_T001	2	+	7239861	7249041	Zm00001d002174
Zm00001d002175_T001	2	-	7264837	7267531	Zm00001d002175
Zm00001d002176_T001	2	-	7283523	7285960	Zm00001d002176
Zm00001d002178_T002	2	+	7300453	7304565	Zm00001d002178
Zm00001d002179_T001	2	-	7378667	7380035	Zm00001d002179
Zm00001d002181_T001	2	+	7399560	7402797	Zm00001d002181
Zm00001d002182_T001	2	-	7404665	7405793	Zm00001d002182
Zm00001d002184_T003	2	+	7537953	7546246	Zm00001d002184
Zm00001d002185_T003	2	-	7546108	7550391	Zm00001d002185
Zm00001d002186_T001	2	+	7609521	7614852	Zm00001d002186
Zm00001d002187_T001	2	-	7616519	7619180	Zm00001d002187
Zm00001d002188_T001	2	+	7621201	7622833	Zm00001d002188
Zm00001d002189_T001	2	+	7646458	7646984	Zm00001d002189
Zm00001d002190_T001	2	+	7649643	7654759	Zm00001d002190
Zm00001d002191_T001	2	+	7656051	7658947	Zm00001d002191
Zm00001d002192_T004	2	+	7733219	7735393	Zm00001d002192
Zm00001d002193_T003	2	+	7733257	7735211	Zm00001d002193
Zm00001d002194_T001	2	-	7754335	7754833	Zm00001d002194
Zm00001d002195_T001	2	-	7754850	7760229	Zm00001d002195
Zm00001d002198_T002	2	+	7833347	7838132	Zm00001d002198
Zm00001d002199_T001	2	+	8127536	8131717	Zm00001d002199
Zm00001d002200_T001	2	+	8145078	8148406	Zm00001d002200
Zm00001d002202_T001	2	+	8232965	8234474	Zm00001d002202
Zm00001d002203_T001	2	-	8237459	8239582	Zm00001d002203
Zm00001d002204_T001	2	+	8241635	8242298	Zm00001d002204
Zm00001d002205_T001	2	+	8245391	8246762	Zm00001d002205
Zm00001d002206_T001	2	-	8251231	8254445	Zm00001d002206
Zm00001d002207_T001	2	-	8255170	8255731	Zm00001d002207
Zm00001d002208_T001	2	+	8254578	8257472	Zm00001d002208
Zm00001d002209_T001	2	-	8281796	8283921	Zm00001d002209
Zm00001d002211_T001	2	+	8299225	8300593	Zm00001d002211
Zm00001d002212_T001	2	-	8305062	8308443	Zm00001d002212
Zm00001d002213_T001	2	-	8309417	8309816	Zm00001d002213
Zm00001d002214_T001	2	+	8312311	8313967	Zm00001d002214
Zm00001d002215_T001	2	-	8316317	8318440	Zm00001d002215
Zm00001d002216_T001	2	+	8320446	8327025	Zm00001d002216
Zm00001d002217_T001	2	+	8330858	8333622	Zm00001d002217
Zm00001d002218_T001	2	-	8369291	8372532	Zm00001d002218
Zm00001d002220_T001	2	-	8373596	8374121	Zm00001d002220
Zm00001d002221_T001	2	+	8373807	8375862	Zm00001d002221
Zm00001d002223_T001	2	-	8387601	8389706	Zm00001d002223
Zm00001d002224_T001	2	+	8391758	8392421	Zm00001d002224
Zm00001d002225_T001	2	+	8395513	8396884	Zm00001d002225
Zm00001d002226_T001	2	-	8400997	8404234	Zm00001d002226
Zm00001d002227_T001	2	-	8405298	8405823	Zm00001d002227
Zm00001d002228_T001	2	+	8405509	8407633	Zm00001d002228
Zm00001d002229_T001	2	-	8409869	8411993	Zm00001d002229
Zm00001d002230_T001	2	+	8431321	8431756	Zm00001d002230
Zm00001d002231_T001	2	+	8444492	8445857	Zm00001d002231
Zm00001d002232_T001	2	+	8449825	8451193	Zm00001d002232
Zm00001d002234_T002	2	+	8463902	8470216	Zm00001d002234
Zm00001d002235_T004	2	-	8470330	8477172	Zm00001d002235
Zm00001d002236_T001	2	+	8477324	8478126	Zm00001d002236
Zm00001d002238_T001	2	-	8598934	8599837	Zm00001d002238
Zm00001d002239_T004	2	-	8607517	8615343	Zm00001d002239
Zm00001d002240_T001	2	+	8679376	8682078	Zm00001d002240
Zm00001d002241_T002	2	+	8682678	8686126	Zm00001d002241
Zm00001d002242_T001	2	-	8689587	8693978	Zm00001d002242
Zm00001d002243_T001	2	-	8725741	8730885	Zm00001d002243
Zm00001d002244_T001	2	-	8756123	8760087	Zm00001d002244
Zm00001d002246_T002	2	+	8903281	8911060	Zm00001d002246
Zm00001d002247_T001	2	-	8911630	8912173	Zm00001d002247
Zm00001d002249_T001	2	-	8960428	8961938	Zm00001d002249
Zm00001d002250_T001	2	+	8963530	8979381	Zm00001d002250
Zm00001d002251_T001	2	+	8979980	8981024	Zm00001d002251
Zm00001d002252_T001	2	+	8982466	8987139	Zm00001d002252
Zm00001d002253_T001	2	-	8988851	8989265	Zm00001d002253
Zm00001d002254_T001	2	-	9046822	9047224	Zm00001d002254
Zm00001d002255_T001	2	+	9046850	9047243	Zm00001d002255
Zm00001d002256_T003	2	+	9055229	9066450	Zm00001d002256
Zm00001d002257_T001	2	+	9067799	9076270	Zm00001d002257
Zm00001d002258_T001	2	-	9081346	9084382	Zm00001d002258
Zm00001d002259_T003	2	-	9085386	9088906	Zm00001d002259
Zm00001d002260_T002	2	-	9089886	9093334	Zm00001d002260
Zm00001d002261_T002	2	-	9094316	9098515	Zm00001d002261
Zm00001d002262_T001	2	+	9128244	9128913	Zm00001d002262
Zm00001d002263_T001	2	-	9129687	9132600	Zm00001d002263
Zm00001d002266_T004	2	+	9167394	9172599	Zm00001d002266
Zm00001d002267_T001	2	+	9174692	9176754	Zm00001d002267
Zm00001d002268_T001	2	-	9178165	9178449	Zm00001d002268
Zm00001d002269_T001	2	-	9179577	9183463	Zm00001d002269
Zm00001d002271_T001	2	+	9188021	9190971	Zm00001d002271
Zm00001d002272_T008	2	-	9189238	9198503	Zm00001d002272
Zm00001d002274_T001	2	-	9274910	9278376	Zm00001d002274
Zm00001d002275_T002	2	+	9302716	9316367	Zm00001d002275
Zm00001d002276_T002	2	+	9317071	9317798	Zm00001d002276
Zm00001d002277_T001	2	-	9318024	9322925	Zm00001d002277
Zm00001d002278_T001	2	-	9427785	9430561	Zm00001d002278
Zm00001d002279_T001	2	+	9437116	9439014	Zm00001d002279
Zm00001d002280_T001	2	-	9471253	9480011	Zm00001d002280
Zm00001d002281_T001	2	-	9495580	9496234	Zm00001d002281
Zm00001d002282_T001	2	+	9498176	9500738	Zm00001d002282
Zm00001d002283_T001	2	+	9543622	9547268	Zm00001d002283
Zm00001d002284_T001	2	-	9548789	9551959	Zm00001d002284
Zm00001d002285_T001	2	-	9589201	9591738	Zm00001d002285
Zm00001d002286_T001	2	-	9608758	9609793	Zm00001d002286
Zm00001d002287_T001	2	+	9614923	9619283	Zm00001d002287
Zm00001d002288_T002	2	-	9618256	9621258	Zm00001d002288
Zm00001d002290_T001	2	-	9665023	9665482	Zm00001d002290
Zm00001d002292_T003	2	-	9672072	9678050	Zm00001d002292
Zm00001d002295_T001	2	+	9724751	9726061	Zm00001d002295
Zm00001d002296_T002	2	-	9726107	9730358	Zm00001d002296
Zm00001d002299_T002	2	+	9741119	9769903	Zm00001d002299
Zm00001d002301_T001	2	+	9772238	9773464	Zm00001d002301
Zm00001d002302_T002	2	-	9791379	9800679	Zm00001d002302
Zm00001d002304_T001	2	-	9802199	9802541	Zm00001d002304
Zm00001d002305_T001	2	-	9804028	9808439	Zm00001d002305
Zm00001d002307_T001	2	+	10000200	10001504	Zm00001d002307
Zm00001d002308_T001	2	+	10007707	10009299	Zm00001d002308
Zm00001d002309_T001	2	+	10015430	10018697	Zm00001d002309
Zm00001d002311_T001	2	-	10081230	10081527	Zm00001d002311
Zm00001d002312_T003	2	+	10104631	10109656	Zm00001d002312
Zm00001d002313_T002	2	+	10111472	10132339	Zm00001d002313
Zm00001d002314_T001	2	+	10148439	10150441	Zm00001d002314
Zm00001d002315_T003	2	+	10153306	10157551	Zm00001d002315
Zm00001d002316_T003	2	-	10157519	10164677	Zm00001d002316
Zm00001d002317_T003	2	-	10169660	10178662	Zm00001d002317
Zm00001d002318_T001	2	+	10183846	10184692	Zm00001d002318
Zm00001d002319_T001	2	-	10185426	10189131	Zm00001d002319
Zm00001d002320_T001	2	+	10188495	10192581	Zm00001d002320
Zm00001d002322_T001	2	+	10209510	10210704	Zm00001d002322
Zm00001d002323_T013	2	-	10211255	10217251	Zm00001d002323
Zm00001d002324_T001	2	+	10315094	10316729	Zm00001d002324
Zm00001d002325_T002	2	-	10315846	10324930	Zm00001d002325
Zm00001d002326_T004	2	-	10330317	10335434	Zm00001d002326
Zm00001d002328_T001	2	-	10448586	10449884	Zm00001d002328
Zm00001d002330_T003	2	+	10460527	10470318	Zm00001d002330
Zm00001d002331_T001	2	+	10472012	10473100	Zm00001d002331
Zm00001d002332_T007	2	-	10488891	10496373	Zm00001d002332
Zm00001d002333_T002	2	+	10501218	10506639	Zm00001d002333
Zm00001d002334_T001	2	+	10508132	10512232	Zm00001d002334
Zm00001d002336_T001	2	-	10551021	10553497	Zm00001d002336
Zm00001d002338_T003	2	+	10590636	10594877	Zm00001d002338
Zm00001d002339_T001	2	-	10595492	10598060	Zm00001d002339
Zm00001d002340_T003	2	+	10598320	10603491	Zm00001d002340
Zm00001d002341_T001	2	+	10606799	10609111	Zm00001d002341
Zm00001d002342_T001	2	-	10613064	10616088	Zm00001d002342
Zm00001d002343_T001	2	+	10631061	10633353	Zm00001d002343
Zm00001d002344_T001	2	-	10634371	10635782	Zm00001d002344
Zm00001d002345_T001	2	+	10635911	10638275	Zm00001d002345
Zm00001d002346_T001	2	-	10649170	10653316	Zm00001d002346
Zm00001d002347_T001	2	-	10657876	10658439	Zm00001d002347
Zm00001d002348_T001	2	+	10671528	10673482	Zm00001d002348
Zm00001d002349_T002	2	-	10674197	10679341	Zm00001d002349
Zm00001d002350_T001	2	+	10686292	10689881	Zm00001d002350
Zm00001d002351_T001	2	+	10715683	10724692	Zm00001d002351
Zm00001d002352_T001	2	-	10726432	10728012	Zm00001d002352
Zm00001d002353_T001	2	-	10743535	10746206	Zm00001d002353
Zm00001d002356_T001	2	+	10765401	10767639	Zm00001d002356
Zm00001d002357_T002	2	-	10768114	10773054	Zm00001d002357
Zm00001d002358_T001	2	-	10781210	10785395	Zm00001d002358
Zm00001d002359_T001	2	+	10788144	10793291	Zm00001d002359
Zm00001d002360_T001	2	-	10838360	10839551	Zm00001d002360
Zm00001d002361_T001	2	+	10869879	10871152	Zm00001d002361
Zm00001d002362_T001	2	+	10896917	10901679	Zm00001d002362
Zm00001d002364_T001	2	-	10906552	10907221	Zm00001d002364
Zm00001d002365_T001	2	-	10946008	10947271	Zm00001d002365
Zm00001d002366_T004	2	-	10962725	10972143	Zm00001d002366
Zm00001d002367_T001	2	+	11047875	11049680	Zm00001d002367
Zm00001d002369_T001	2	+	11162218	11166257	Zm00001d002369
Zm00001d002370_T001	2	-	11175857	11179354	Zm00001d002370
Zm00001d002371_T001	2	+	11316557	11320759	Zm00001d002371
Zm00001d002372_T002	2	-	11320825	11324747	Zm00001d002372
Zm00001d002373_T006	2	+	11329157	11336821	Zm00001d002373
Zm00001d002374_T001	2	-	11368789	11369293	Zm00001d002374
Zm00001d002375_T001	2	+	11370740	11371515	Zm00001d002375
Zm00001d002377_T002	2	+	11421795	11427495	Zm00001d002377
Zm00001d002378_T001	2	+	11470203	11474115	Zm00001d002378
Zm00001d002379_T002	2	+	11524691	11527911	Zm00001d002379
Zm00001d002380_T001	2	+	11528244	11533125	Zm00001d002380
Zm00001d002381_T001	2	-	11533202	11535248	Zm00001d002381
Zm00001d002382_T002	2	+	11626084	11630946	Zm00001d002382
Zm00001d002383_T001	2	-	11630299	11633298	Zm00001d002383
Zm00001d002384_T001	2	+	11634308	11636302	Zm00001d002384
Zm00001d002385_T001	2	+	11636550	11638727	Zm00001d002385
Zm00001d002386_T003	2	-	11639147	11646440	Zm00001d002386
Zm00001d002387_T002	2	+	11646469	11650790	Zm00001d002387
Zm00001d002388_T004	2	-	11653879	11664164	Zm00001d002388
Zm00001d002390_T004	2	-	11665353	11689105	Zm00001d002390
Zm00001d002391_T002	2	-	11807218	11812274	Zm00001d002391
Zm00001d002392_T001	2	+	11811592	11814809	Zm00001d002392
Zm00001d002393_T001	2	+	11828773	11829001	Zm00001d002393
Zm00001d002394_T001	2	+	11856130	11856352	Zm00001d002394
Zm00001d002395_T002	2	-	11863803	11866661	Zm00001d002395
Zm00001d002396_T006	2	+	11915377	11934643	Zm00001d002396
Zm00001d002397_T001	2	+	11957087	11960576	Zm00001d002397
Zm00001d002398_T001	2	-	11958344	11958983	Zm00001d002398
Zm00001d002399_T001	2	+	11967707	11971843	Zm00001d002399
Zm00001d002400_T001	2	+	11983797	11987287	Zm00001d002400
Zm00001d002401_T001	2	-	11985054	11985693	Zm00001d002401
Zm00001d002402_T001	2	+	11994466	11998302	Zm00001d002402
Zm00001d002403_T001	2	-	12026822	12027955	Zm00001d002403
Zm00001d002405_T001	2	-	12046654	12047909	Zm00001d002405
Zm00001d002406_T001	2	+	12054989	12056540	Zm00001d002406
Zm00001d002407_T001	2	-	12108931	12111101	Zm00001d002407
Zm00001d002408_T001	2	-	12112261	12114644	Zm00001d002408
Zm00001d002409_T001	2	-	12116461	12118240	Zm00001d002409
Zm00001d002410_T001	2	+	12121540	12122951	Zm00001d002410
Zm00001d002411_T001	2	+	12163004	12164170	Zm00001d002411
Zm00001d002412_T001	2	+	12176649	12177961	Zm00001d002412
Zm00001d002413_T003	2	+	12225798	12235433	Zm00001d002413
Zm00001d002414_T001	2	-	12235833	12236854	Zm00001d002414
Zm00001d002415_T001	2	+	12238403	12242986	Zm00001d002415
Zm00001d002416_T001	2	+	12274891	12277849	Zm00001d002416
Zm00001d002418_T003	2	+	12281369	12292546	Zm00001d002418
Zm00001d002419_T001	2	-	12301019	12303212	Zm00001d002419
Zm00001d002420_T001	2	+	12304516	12307127	Zm00001d002420
Zm00001d002421_T001	2	-	12307810	12310300	Zm00001d002421
Zm00001d002422_T003	2	-	12314864	12318602	Zm00001d002422
Zm00001d002423_T001	2	+	12371063	12374599	Zm00001d002423
Zm00001d002424_T002	2	+	12400463	12403506	Zm00001d002424
Zm00001d002425_T001	2	+	12403955	12406380	Zm00001d002425
Zm00001d002426_T001	2	-	12406435	12411685	Zm00001d002426
Zm00001d002427_T001	2	-	12411990	12414053	Zm00001d002427
Zm00001d002428_T002	2	+	12420570	12421886	Zm00001d002428
Zm00001d002429_T001	2	+	12492415	12496031	Zm00001d002429
Zm00001d002430_T001	2	+	12498274	12499252	Zm00001d002430
Zm00001d002431_T001	2	+	12526598	12536542	Zm00001d002431
Zm00001d002432_T001	2	+	12555274	12557201	Zm00001d002432
Zm00001d002433_T002	2	+	12559555	12564353	Zm00001d002433
Zm00001d002434_T001	2	+	12564576	12567196	Zm00001d002434
Zm00001d002435_T001	2	+	12596886	12598336	Zm00001d002435
Zm00001d002436_T001	2	+	12637876	12640584	Zm00001d002436
Zm00001d002437_T001	2	+	12642297	12647096	Zm00001d002437
Zm00001d002439_T001	2	-	12647394	12650397	Zm00001d002439
Zm00001d002440_T003	2	-	12651598	12657444	Zm00001d002440
Zm00001d002441_T002	2	-	12745248	12759139	Zm00001d002441
Zm00001d002444_T003	2	-	12838837	12841594	Zm00001d002444
Zm00001d002446_T001	2	+	12874322	12877241	Zm00001d002446
Zm00001d002447_T002	2	-	12900551	12905101	Zm00001d002447
Zm00001d002448_T001	2	-	12907234	12908021	Zm00001d002448
Zm00001d002449_T001	2	-	12914090	12917068	Zm00001d002449
Zm00001d002450_T001	2	-	12952259	12954772	Zm00001d002450
Zm00001d002451_T001	2	+	12958511	12961105	Zm00001d002451
Zm00001d002452_T001	2	-	13068291	13071803	Zm00001d002452
Zm00001d002454_T002	2	+	13187122	13189193	Zm00001d002454
Zm00001d002455_T002	2	-	13189110	13192192	Zm00001d002455
Zm00001d002456_T001	2	+	13192312	13197224	Zm00001d002456
Zm00001d002457_T001	2	+	13208226	13212415	Zm00001d002457
Zm00001d002458_T001	2	+	13289458	13291427	Zm00001d002458
Zm00001d002461_T001	2	+	13293116	13293434	Zm00001d002461
Zm00001d002462_T009	2	+	13294098	13307750	Zm00001d002462
Zm00001d002463_T001	2	+	13306283	13307581	Zm00001d002463
Zm00001d002465_T001	2	+	13315675	13317090	Zm00001d002465
Zm00001d002467_T001	2	-	13384118	13385589	Zm00001d002467
Zm00001d002468_T001	2	-	13393683	13393995	Zm00001d002468
Zm00001d002469_T001	2	+	13488823	13490577	Zm00001d002469
Zm00001d002470_T001	2	-	13494059	13494896	Zm00001d002470
Zm00001d002471_T001	2	+	13496404	13497540	Zm00001d002471
Zm00001d002472_T001	2	-	13498711	13499768	Zm00001d002472
Zm00001d002473_T001	2	+	13527257	13529081	Zm00001d002473
Zm00001d002474_T001	2	+	13570301	13572213	Zm00001d002474
Zm00001d002475_T001	2	+	13572657	13576059	Zm00001d002475
Zm00001d002476_T001	2	+	13590865	13592608	Zm00001d002476
Zm00001d002477_T001	2	+	13594541	13595337	Zm00001d002477
Zm00001d002478_T001	2	-	13595707	13602314	Zm00001d002478
Zm00001d002479_T001	2	-	13604788	13605838	Zm00001d002479
Zm00001d002480_T003	2	+	13625552	13628166	Zm00001d002480
Zm00001d002481_T001	2	+	13628847	13633113	Zm00001d002481
Zm00001d002482_T001	2	+	13635508	13636726	Zm00001d002482
Zm00001d002483_T002	2	+	13639858	13645975	Zm00001d002483
Zm00001d002485_T001	2	-	13754419	13757455	Zm00001d002485
Zm00001d002488_T001	2	-	13774185	13774704	Zm00001d002488
Zm00001d002489_T001	2	+	13850162	13852195	Zm00001d002489
Zm00001d002490_T001	2	+	13898545	13900702	Zm00001d002490
Zm00001d002491_T001	2	+	13920510	13921731	Zm00001d002491
Zm00001d002492_T001	2	-	13941159	13942003	Zm00001d002492
Zm00001d002494_T001	2	-	13952780	13953365	Zm00001d002494
Zm00001d002495_T001	2	+	14010847	14011777	Zm00001d002495
Zm00001d002496_T001	2	-	14014924	14016528	Zm00001d002496
Zm00001d002497_T002	2	-	14017542	14037044	Zm00001d002497
Zm00001d002498_T001	2	-	14080928	14082176	Zm00001d002498
Zm00001d002499_T002	2	-	14086378	14100162	Zm00001d002499
Zm00001d002500_T001	2	-	14128412	14128673	Zm00001d002500
Zm00001d002501_T001	2	+	14135349	14155809	Zm00001d002501
Zm00001d002503_T001	2	-	14159121	14168043	Zm00001d002503
Zm00001d002504_T002	2	-	14173716	14179836	Zm00001d002504
Zm00001d002505_T001	2	-	14183517	14185176	Zm00001d002505
Zm00001d002506_T001	2	+	14195923	14196777	Zm00001d002506
Zm00001d002507_T001	2	-	14257876	14260558	Zm00001d002507
Zm00001d002508_T001	2	+	14259763	14260302	Zm00001d002508
Zm00001d002509_T001	2	-	14286680	14288026	Zm00001d002509
Zm00001d002510_T001	2	-	14288360	14306790	Zm00001d002510
Zm00001d002511_T002	2	+	14409917	14417088	Zm00001d002511
Zm00001d002512_T001	2	+	14429313	14430177	Zm00001d002512
Zm00001d002514_T001	2	-	14444750	14447285	Zm00001d002514
Zm00001d002515_T001	2	-	14518249	14522047	Zm00001d002515
Zm00001d002517_T001	2	-	14574048	14574579	Zm00001d002517
Zm00001d002519_T001	2	-	14661461	14662655	Zm00001d002519
Zm00001d002520_T001	2	+	14677834	14678137	Zm00001d002520
Zm00001d002521_T001	2	+	14685313	14685574	Zm00001d002521
Zm00001d002522_T001	2	+	14689076	14689382	Zm00001d002522
Zm00001d002523_T001	2	+	14724860	14725891	Zm00001d002523
Zm00001d002524_T001	2	+	14753034	14753853	Zm00001d002524
Zm00001d002530_T001	2	+	14789773	14791788	Zm00001d002530
Zm00001d002531_T001	2	+	14794258	14796980	Zm00001d002531
Zm00001d002532_T001	2	+	14856274	14861080	Zm00001d002532
Zm00001d002533_T001	2	+	14891504	14892330	Zm00001d002533
Zm00001d002534_T002	2	+	14896271	14906202	Zm00001d002534
Zm00001d002535_T001	2	+	14920047	14920569	Zm00001d002535
Zm00001d002536_T001	2	-	14924201	14926277	Zm00001d002536
Zm00001d002537_T002	2	+	14982845	14985863	Zm00001d002537
Zm00001d002538_T001	2	-	14986697	14990518	Zm00001d002538
Zm00001d002539_T001	2	+	14990723	14993381	Zm00001d002539
Zm00001d002540_T002	2	-	14993652	14998930	Zm00001d002540
Zm00001d002541_T001	2	-	15001465	15005577	Zm00001d002541
Zm00001d002542_T001	2	+	15061405	15064460	Zm00001d002542
